JobTitle,SalaryEstimate,Rating,CompanyName,CompanySize,FoundedYear,OwnershipType,Industry,Sector,MinSalary,MaxSalary,AverageSalary,state,City,CompanyAge,AverageRevenue,NumberOfCompetitors,Experience_Level,RequiredSkills,EducationLevel,YearsofExperience,SalaryCategory
data scientist,132000-211000 ,3.5,Western Digital,10000++,1970.0,Public,Computer Hardware & Software,Information Technology,132000,211000,171500,CA,San Jose,54.0,10000000000.0,2,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Master', 'PhD']",50.0,High
data scientist,81000-133000 ,3.8,Legal & General America,501-1000,1981.0,Private,Insurance Carriers,Insurance,81000,133000,107000,MD,Frederick,43.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],5.0,Medium
analyst,42000-76000 ,3.7,Corcentric,201-500,1996.0,Private,Enterprise Software & Network Solutions,Information Technology,42000,76000,59000,NJ,Cherry Hill,28.0,3078534386.6171002,1,Mid-level,"['R', 'Scala']","['Bachelor', 'Master']",3.0,Low
data scientist,66000-111000 ,3.5,U.Group,201-500,2019.0,Private,It Services,Information Technology,66000,111000,88500,IN,Indianapolis,5.0,37500000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",7.25830258302583,Medium
data engineer,74000-140000 ,4.2,The Church of Jesus Christ of Latter-day Saints,10000++,1992.0,Nonprofit Organization,Religious Organizations,Non-Profit,74000,140000,107000,UT,Riverton,32.0,3078534386.6171002,1,Mid-level,['R'],"['Bachelor', 'Master']",8.0,Medium
data scientist,63000-110000 ,4.0,Pfizer,10000++,1849.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63000,110000,86500,MA,Cambridge,175.0,10000000000.0,1,Mid-level,"['Python', 'R']",[],3.0,Medium
data scientist,63000-105000 ,4.3,SMC 3,51-200,1935.0,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,63000,105000,84000,KY,Louisville,89.0,17500000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",2.0,Medium
Other,91000-138000 ,4.7,Systems Evolution Inc.,201-500,1992.0,Private,Consulting,Business Services,91000,138000,114500,NY,New York,32.0,75000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']","['Bachelor', 'Master']",8.0,Medium
Other,100000-190000 ,3.5,Sunovion,1001-5000,2010.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100000,190000,145000,MA,Marlborough,14.0,1500000000.0,3,Senior,"['Python', 'R']",['PhD'],3.0,High
data engineer,62000-114000 ,4.4,Eventbrite,1001-5000,2006.0,Public,Internet,Information Technology,62000,114000,88000,TN,Nashville,18.0,300000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],5.0,Medium
data engineer,71000-129000 ,4.1,Centro,501-1000,2001.0,Private,Internet,Information Technology,71000,129000,100000,IL,Chicago,23.0,300000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",[],7.25830258302583,Medium
analyst,43000-80000 ,2.9,National Student Clearinghouse,201-500,1993.0,Nonprofit Organization,Colleges & Universities,Education,43000,80000,61500,VA,Herndon,31.0,37500000.0,3,Senior,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",8.0,Low
data scientist,74000-119000 ,2.5,comScore,1001-5000,1999.0,Public,Advertising & Marketing,Business Services,74000,119000,96500,OR,Portland,25.0,1500000000.0,3,Mid-level,"['Python', 'R', 'SQL']",[],4.0,Medium
analyst,55000-97000 ,4.2,SullivanCotter,201-500,1992.0,Private,Consulting,Business Services,55000,97000,76000,MN,Minneapolis,32.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
data scientist,15000-16000,3.9,NPD,1001-5000,1966.0,Private,Research & Development,Business Services,15000,16000,15500,NY,Port Washington,58.0,300000000.0,1,Mid-level,['R'],[],6.0,Low
data scientist,61000-106000 ,4.3,Bakery Agency,1-50,2010.0,Private,Advertising & Marketing,Business Services,61000,106000,83500,TX,Austin,14.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],5.0,Medium
data scientist,91000-149000 ,2.7,State of Wisconsin Investment Board,51-200,1951.0,Government,Investment Banking & Asset Management,Finance,91000,149000,120000,WI,Madison,73.0,75000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],10.0,Medium
data scientist,127000-199000 ,3.9,Genentech,10000++,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127000,199000,163000,CA,South San Francisco,48.0,10000000000.0,1,Mid-level,"['R', 'SQL']","['Master', 'PhD', 'Doctorate']",4.0,High
analyst,74000-126000 ,3.4,Blue Cross & Blue Shield of Rhode Island,501-1000,1939.0,Nonprofit Organization,Insurance Carriers,Insurance,74000,126000,100000,RI,Providence,85.0,3078534386.6171002,1,Senior,"['R', 'SQL', 'Java']",['Bachelor'],7.25830258302583,Medium
Other,33000-72000 ,3.8,Boys Town,1001-5000,1917.0,Nonprofit Organization,Social Assistance,Non-Profit,33000,72000,52500,NE,Omaha,107.0,3078534386.6171002,3,Mid-level,['R'],[],7.25830258302583,Low
Other,17-24 Per Hour,3.6,Tower Health,5001-10000,2017.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,35360,49920,42640,PA,West Reading,7.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],1.0,Low
analyst,37000-63000 ,3.3,The HSC Health Care System,501-1000,1883.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,37000,63000,50000,DC,Washington,141.0,3078534386.6171002,1,Junior,"['R', 'SQL']",['Master'],7.25830258302583,Low
data engineer,67000-119000 ,3.4,Pro-Sphere Tek,201-500,2006.0,Private,Consulting,Business Services,67000,119000,93000,TX,Austin,18.0,75000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']",['Master'],10.0,Medium
data scientist,72000-117000 ,3.0,Ameritas Life Insurance Corp,1001-5000,1887.0,Private,Insurance Agencies & Brokerages,Insurance,72000,117000,94500,OH,Cincinnati,137.0,3500000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],4.0,Medium
data scientist,116000-185000 ,4.0,Autodesk,5001-10000,1982.0,Public,Computer Hardware & Software,Information Technology,116000,185000,150500,CA,San Francisco,42.0,3500000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java', 'Scala']",['PhD'],7.25830258302583,High
data scientist,78000-126000 ,3.7,Genworth,1001-5000,2004.0,Public,Insurance Carriers,Insurance,78000,126000,102000,NC,Raleigh,20.0,7500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']",['Master'],4.0,Medium
Other,42000-82000 ,4.4,Rubius Therapeutics,201-500,2013.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,42000,82000,62000,MA,Cambridge,11.0,300000000.0,1,Mid-level,['R'],['PhD'],2.0,Low
manager,59000-116000 ,4.3,OneMagnify,201-500,1967.0,Private,Advertising & Marketing,Business Services,59000,116000,87500,MI,Dearborn,57.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",[],7.25830258302583,Medium
data scientist,63000-105000 ,4.0,Pfizer,10000++,1849.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,63000,105000,84000,CT,Groton,175.0,10000000000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",5.0,Medium
data scientist,109000-177000 ,4.0,Novetta,501-1000,2012.0,Private,Enterprise Software & Network Solutions,Information Technology,109000,177000,143000,VA,Herndon,12.0,300000000.0,3,Mid-level,"['Python', 'R', 'Java']",[],7.25830258302583,High
data scientist,116000-194000 ,3.2,"Numeric, LLC",1-50,1992.0,Private,Staffing & Outsourcing,Business Services,116000,194000,155000,PA,Phila,32.0,7500000.0,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",['Master'],3.0,High
data engineer,48000-95000 ,4.2,IZEA,51-200,2006.0,Public,Advertising & Marketing,Business Services,48000,95000,71500,FL,Winter Park,18.0,37500000.0,2,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",[],3.0,Low
data scientist,83000-133000 ,3.9,Trace Data,51-200,2000.0,Private,Insurance Carriers,Insurance,83000,133000,108000,CA,Oakland,24.0,17500000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",7.25830258302583,Medium
Other,105000-198000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,105000,198000,151500,CA,San Diego,243.0,10000000000.0,3,Mid-level,['R'],"['Master', 'PhD']",5.0,High
analyst,31000-72000 ,3.6,Vionic Group,51-200,2006.0,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,31000,72000,51500,CA,San Rafael,18.0,300000000.0,1,Mid-level,['R'],['Bachelor'],3.0,Low
Other,98000-182000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,98000,182000,140000,MA,Boston,243.0,10000000000.0,3,Mid-level,['R'],"['Master', 'PhD']",3.0,High
analyst,55000-100000 ,2.8,Dodge Data & Analytics,201-500,2014.0,Private,It Services,Information Technology,55000,100000,77500,NJ,Hamilton,10.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL']",['Bachelor'],5.0,Medium
analyst,45000-82000 ,4.2,Clearwater Analytics,501-1000,2004.0,Private,Investment Banking & Asset Management,Finance,45000,82000,63500,ID,Boise,20.0,75000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],7.25830258302583,Low
data scientist,83000-135000 ,4.0,"Tekvalley, Corp.",1-50,1992.0,Private,It Services,Information Technology,83000,135000,109000,CA,San Francisco,32.0,1000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],5.0,Medium
data scientist,70000-122000 ,3.5,BWX Technologies,5001-10000,1850.0,Public,Aerospace & Defense,Aerospace & Defense,70000,122000,96000,TN,Oak Ridge,174.0,250500000.0,1,Mid-level,"['Python', 'R', 'C++']","['Bachelor', 'Master']",3.0,Medium
data scientist,Employer Provided Salary:200000-250000,3.7,CA-One Tech Cloud,51-200,2017.0,Private,It Services,Information Technology,200000,250000,225000,CA,San Francisco,7.0,7500000.0,1,Mid-level,"['Python', 'R']",['Bachelor'],5.0,Very High
data engineer,70000-132000 ,3.2,PennyMac,1001-5000,2008.0,Public,Lending,Finance,70000,132000,101000,CA,Agoura Hills,16.0,250500000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++', 'Scala']",[],7.25830258302583,Medium
data scientist,73000-124000 ,3.3,Plymouth Rock Assurance,1001-5000,1982.0,Private,Insurance Carriers,Insurance,73000,124000,98500,NJ,Woodbridge,42.0,17500000.0,2,Senior,"['R', 'SQL']","['Master', 'PhD']",7.25830258302583,Medium
data engineer,54000-101000 ,3.9,Vermeer,1001-5000,1948.0,Private,Industrial Manufacturing,Manufacturing,54000,101000,77500,IA,Pella,76.0,1500000000.0,3,Mid-level,"['R', 'SQL']",['Bachelor'],7.25830258302583,Medium
Other,117000-206000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,117000,206000,161500,MA,Boston,243.0,10000000000.0,3,Mid-level,['R'],['Master'],10.0,High
Other,21-34 Per Hour,3.6,Beebe Healthcare,1001-5000,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43680,70720,57200,DE,Lewes,89.0,300000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
data scientist,111000-183000 ,3.4,Argo Group US,1001-5000,1948.0,Public,Insurance Carriers,Insurance,111000,183000,147000,NY,New York,76.0,1500000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],3.0,High
data scientist,68000-112000 ,3.5,L&T Infotech,10000++,1997.0,Public,It Services,Information Technology,68000,112000,90000,CA,San Ramon,27.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']",[],10.0,Medium
analyst,42000-74000 ,4.3,OceanFirst Financial,501-1000,1902.0,Public,Banks & Credit Unions,Finance,42000,74000,58000,NJ,Red Bank,122.0,7500000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],4.0,Low
analyst,44000-78000 ,4.1,Associated Electric Cooperative,501-1000,1961.0,Private,Energy,"Oil, Gas, Energy & Utilities",44000,78000,61000,MO,Springfield,63.0,1500000000.0,1,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",2.0,Low
mle,81000-159000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,81000,159000,120000,PA,Pittsburgh,40.0,3078534386.6171002,1,Mid-level,"['Python', 'R']",['PhD'],7.25830258302583,Medium
data scientist,95000-161000 ,3.6,Sotheby's,1001-5000,1744.0,Public,Auctions & Galleries,Retail,95000,161000,128000,NY,New York,280.0,250500000.0,1,Mid-level,"['Python', 'R', 'Java', 'C++']",[],7.25830258302583,Medium
data scientist,75000-124000 ,3.5,First Tech Federal Credit Union,1001-5000,1952.0,Private,Banks & Credit Unions,Finance,75000,124000,99500,OR,Hillsboro,72.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],3.0,Medium
data scientist,72000-120000 ,3.6,Amrock,1001-5000,1997.0,Private,Real Estate,Real Estate,72000,120000,96000,MI,Detroit,27.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++']","['Master', 'Doctorate']",7.25830258302583,Medium
data scientist,76000-126000 ,2.3,Vanda Pharmaceuticals,201-500,2003.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,76000,126000,101000,DC,Washington,21.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Master', 'PhD']",2.0,Medium
data scientist,114000-182000 ,3.9,Zest AI,51-200,2009.0,Private,Financial Analytics & Research,Finance,114000,182000,148000,CA,Burbank,15.0,75000000.0,1,Senior,"['Python', 'R']","['Master', 'PhD']",7.25830258302583,High
data scientist,108000-176000 ,4.0,Novetta,501-1000,2012.0,Private,Enterprise Software & Network Solutions,Information Technology,108000,176000,142000,VA,Fort Belvoir,12.0,300000000.0,3,Senior,"['Python', 'R', 'SQL']",[],7.25830258302583,High
data scientist,130000-208000 ,4.1,CK-12 Foundation,1-50,2007.0,Private,K-12 Education,Education,130000,208000,169000,CA,Palo Alto,17.0,3078534386.6171002,1,Senior,"['R', 'SQL']","['Bachelor', 'Master']",5.0,High
Other,83000-166000 ,3.2,PennyMac,1001-5000,2008.0,Public,Lending,Finance,83000,166000,124500,AZ,Phoenix,16.0,250500000.0,3,Mid-level,"['Python', 'R', 'SQL']",[],5.0,Medium
analyst,42000-76000 ,4.7,DECISIVE ANALYTICS Corporation,51-200,1996.0,Private,Aerospace & Defense,Aerospace & Defense,42000,76000,59000,AL,Huntsville,28.0,37500000.0,2,Mid-level,"['Python', 'R', 'C++']",['Bachelor'],7.25830258302583,Low
Other,37000-68000 ,4.2,Opinion Dynamics,51-200,1987.0,Private,Consulting,Business Services,37000,68000,52500,CA,San Diego,37.0,17500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],7.25830258302583,Low
data engineer,52000-99000 ,4.6,Applied Information Sciences,501-1000,1982.0,Private,It Services,Information Technology,52000,99000,75500,TX,Houston,42.0,75000000.0,1,Mid-level,"['R', 'SQL', 'Scala']",['Bachelor'],7.25830258302583,Medium
data scientist,105000-173000 ,3.7,Swiss Re,10000++,1863.0,Public,Insurance Agencies & Brokerages,Insurance,105000,173000,139000,NY,Armonk,161.0,10000000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']","['Master', 'PhD']",5.0,High
data engineer,71000-134000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,71000,134000,102500,MA,Cambridge,243.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],2.0,Medium
Other,39000-82000 ,4.4,WK Dickson,201-500,1929.0,Private,Architectural & Engineering Services,Business Services,39000,82000,60500,SC,Columbia,95.0,37500000.0,3,Mid-level,['R'],['Bachelor'],5.0,Low
data scientist,114000-179000 ,3.7,The Hanover Insurance Group,5001-10000,1852.0,Public,Insurance Carriers,Insurance,114000,179000,146500,MA,Worcester,172.0,7500000000.0,1,Senior,"['Python', 'R', 'SQL']","['Master', 'PhD']",5.0,High
Other,88000-162000 ,3.9,Genentech,10000++,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,88000,162000,125000,CA,South San Francisco,48.0,10000000000.0,1,Mid-level,['R'],[],5.0,Medium
analyst,60000-102000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,60000,102000,81000,MA,Springfield,173.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.0,Medium
mle,100000-166000 ,3.0,Tempus Labs,501-1000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100000,166000,133000,IL,Chicago,9.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL', 'Java']",['PhD'],5.0,Medium
analyst,55000-99000 ,3.4,General Dynamics Information Technology,10000++,1996.0,Subsidiary or Business Segment,It Services,Information Technology,55000,99000,77000,DC,Washington,28.0,10000000000.0,3,Mid-level,"['R', 'SQL']",['Master'],5.0,Medium
data engineer,67000-117000 ,4.1,ManTech,5001-10000,1968.0,Public,Research & Development,Business Services,67000,117000,92000,VA,Herndon,56.0,1500000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],7.0,Medium
data scientist,92000-150000 ,3.8,Novartis,10000++,1996.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000,150000,121000,MA,Cambridge,28.0,10000000000.0,1,Senior,['R'],[],7.25830258302583,Medium
data engineer,116000-209000 ,4.0,Autodesk,5001-10000,1982.0,Public,Computer Hardware & Software,Information Technology,116000,209000,162500,CA,San Francisco,42.0,3500000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']",['Bachelor'],5.0,High
Other,38000-82000 ,3.9,Southwest Research Institute,1001-5000,1947.0,Nonprofit Organization,Research & Development,Business Services,38000,82000,60000,TX,San Antonio,77.0,250500000.0,3,Mid-level,['R'],[],5.0,Low
Other,Employer Provided Salary:85000-90000,3.7,Muso,201-500,1992.0,Nonprofit Organization,-1,Information Technology,85000,90000,87500,CA,San Francisco,32.0,3078534386.6171002,1,Senior,"['Python', 'R', 'SQL', 'Java']",['Master'],7.25830258302583,Medium
data engineer,62000-119000 ,4.4,SpringML,1-50,2015.0,Private,Enterprise Software & Network Solutions,Information Technology,62000,119000,90500,IN,Indianapolis,9.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'Java']",['Bachelor'],7.0,Medium
data scientist,86000-143000 ,3.8,Novartis,10000++,1996.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,143000,114500,MA,Cambridge,28.0,10000000000.0,1,Mid-level,"['Python', 'R', 'C++']",[],7.25830258302583,Medium
data scientist,93000-149000 ,3.8,Juniper Networks,5001-10000,1996.0,Public,Telecommunications Services,Telecommunications,93000,149000,121000,CA,Sunnyvale,28.0,3500000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master']",2.0,Medium
data scientist,84000-136000 ,2.2,The Integer Group,501-1000,1993.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,84000,136000,110000,TX,Dallas,31.0,75000000.0,3,Senior,['R'],['Master'],6.0,Medium
Other,60000-123000 ,2.9,Karyopharm Therapeutics Inc.,201-500,1992.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60000,123000,91500,MA,Newton,32.0,3078534386.6171002,1,Mid-level,['R'],"['Bachelor', 'PhD']",2.0,Medium
analyst,52000-89000 ,4.1,ManTech,5001-10000,1968.0,Public,Research & Development,Business Services,52000,89000,70500,VA,Portsmouth,56.0,1500000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
data engineer,48000-93000 ,3.7,P2 Energy Solutions,501-1000,1992.0,Private,Computer Hardware & Software,Information Technology,48000,93000,70500,LA,Lafayette,32.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",['Bachelor'],80.0,Low
data scientist,56000-97000 ,3.8,PNNL,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",56000,97000,76500,WA,Richland,59.0,250500000.0,3,Mid-level,"['Python', 'R']",['PhD'],5.0,Medium
data engineer,65000-119000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,65000,119000,92000,MA,Springfield,173.0,10000000000.0,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",['Bachelor'],4.0,Medium
data scientist,108000-173000 ,4.7,Recursion Pharmaceuticals,51-200,2013.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108000,173000,140500,UT,Salt Lake City,11.0,3000000.0,1,Mid-level,"['Python', 'R']",[],3.0,High
Other,63000-101000 ,3.5,Esri,1001-5000,1969.0,Private,Computer Hardware & Software,Information Technology,63000,101000,82000,VA,Arlington,55.0,1500000000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",7.25830258302583,Medium
Other,54000-115000 ,3.3,Rochester Regional Health,10000++,2014.0,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,84500,NY,Rochester,10.0,250500000.0,1,Mid-level,['R'],['PhD'],5.0,Medium
Other,90000-179000 ,4.4,Rubius Therapeutics,201-500,2013.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,179000,134500,MA,Cambridge,11.0,300000000.0,1,Senior,['R'],[],2.0,Medium
data scientist,127000-202000 ,3.3,Samba TV,201-500,2008.0,Private,Advertising & Marketing,Business Services,127000,202000,164500,CA,San Francisco,16.0,3078534386.6171002,1,Mid-level,['R'],[],7.25830258302583,High
analyst,31000-57000 ,3.4,SV Microwave,201-500,1991.0,Public,Telecommunications Manufacturing,Telecommunications,31000,57000,44000,FL,West Palm Beach,33.0,75000000.0,1,Mid-level,['R'],['Master'],3.0,Low
Other,60000-127000 ,4.0,ClearEdge,51-200,2002.0,Private,Computer Hardware & Software,Information Technology,60000,127000,93500,MD,Annapolis Junction,22.0,7500000.0,1,Mid-level,"['R', 'Java']","['Bachelor', 'Master']",7.25830258302583,Medium
data engineer,75000-143000 ,4.4,SpringML,1-50,2015.0,Private,Enterprise Software & Network Solutions,Information Technology,75000,143000,109000,VA,Herndon,9.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",[],10.0,Medium
data engineer,105000-194000 ,3.8,Sumo Logic,501-1000,2010.0,Private,Computer Hardware & Software,Information Technology,105000,194000,149500,TX,Austin,14.0,3078534386.6171002,3,Mid-level,"['R', 'Scala']","['Master', 'PhD']",7.25830258302583,High
data engineer,45000-86000 ,3.5,EAB,1001-5000,2007.0,Private,Research & Development,Business Services,45000,86000,65500,DC,Washington,17.0,3078534386.6171002,1,Mid-level,"['R', 'SQL', 'Scala']","['Bachelor', 'Master']",1.0,Low
data scientist,95000-154000 ,3.5,Brighthouse Financial,1001-5000,2017.0,Public,Insurance Carriers,Insurance,95000,154000,124500,NC,Charlotte,7.0,3078534386.6171002,1,Senior,"['Python', 'R']","['Bachelor', 'Master']",4.0,Medium
data engineer,80000-148000 ,2.9,Affinity Solutions,51-200,1998.0,Private,Advertising & Marketing,Business Services,80000,148000,114000,CA,San Jose,26.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",3.0,Medium
analyst,36000-62000 ,3.9,Citadel Federal Credit Union,501-1000,1937.0,Nonprofit Organization,Banks & Credit Unions,Finance,36000,62000,49000,PA,Exton,87.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],80.0,Low
Other,54000-115000 ,3.3,Rochester Regional Health,10000++,2014.0,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,84500,NY,Rochester,10.0,250500000.0,1,Mid-level,['R'],['PhD'],5.0,Medium
analyst,50000-92000 ,3.7,CALIBRE Systems,501-1000,1989.0,Private,It Services,Information Technology,50000,92000,71000,VA,Alexandria,35.0,300000000.0,3,Mid-level,"['R', 'SQL']",['Bachelor'],5.0,Low
director,67000-135000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,67000,135000,101000,MA,Boston,173.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Medium
data scientist,82000-132000 ,3.5,Esri,1001-5000,1969.0,Private,Computer Hardware & Software,Information Technology,82000,132000,107000,CA,Redlands,55.0,1500000000.0,1,Mid-level,"['Python', 'R', 'Java', 'Scala']","['Bachelor', 'Master', 'PhD']",2.0,Medium
data scientist,85000-140000 ,4.7,New England Biolabs,201-500,1974.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,85000,140000,112500,MA,Ipswich,50.0,3078534386.6171002,3,Mid-level,"['Python', 'R']",[],7.25830258302583,Medium
mle,138000-224000 ,3.9,Tapjoy,201-500,2007.0,Private,Internet,Information Technology,138000,224000,181000,CA,San Francisco,17.0,17500000.0,2,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,High
analyst,42000-80000 ,3.7,Motorola Solutions,10000++,1928.0,Public,Computer Hardware & Software,Information Technology,42000,80000,61000,IL,Chicago,96.0,7500000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master']",5.0,Low
data engineer,190000-220000,4.1,Credit Sesame,51-200,2010.0,Private,Internet,Information Technology,190000,220000,205000,CA,Mountain View,14.0,75000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.25830258302583,Very High
Other,68000-139000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,68000,139000,103500,KY,Owensboro,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Medium
manager,34000-92000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,34000,92000,63000,MA,Springfield,173.0,10000000000.0,1,Mid-level,['R'],['Master'],10.0,Low
Other,54000-71000 ,3.0,Infosys,10000++,1981.0,Public,It Services,Information Technology,54000,71000,62500,CT,Hartford,43.0,10000000000.0,3,Mid-level,"['R', 'Java']",['Bachelor'],5.0,Low
data engineer,65000-124000 ,3.5,Alignment Healthcare,501-1000,2013.0,Private,Health Care Services & Hospitals,Health Care,65000,124000,94500,CA,Orange,11.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",3.0,Medium
analyst,35000-62000 ,3.6,San Manuel Casino,1001-5000,1986.0,Private,Gambling,"Arts, Entertainment & Recreation",35000,62000,48500,CA,Highland,38.0,300000000.0,1,Mid-level,"['R', 'SQL']","['Bachelor', 'Master']",2.0,Low
Other,109000-200000 ,3.5,Sunovion,1001-5000,2010.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000,200000,154500,MA,Marlborough,14.0,1500000000.0,3,Senior,"['Python', 'R']",['PhD'],5.0,High
Other,18-25 Per Hour,4.0,Texas Health Huguley Hospital,1001-5000,1977.0,Hospital,Health Care Services & Hospitals,Health Care,37440,52000,44720,TX,Burleson,47.0,75000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
mle,61000-113000 ,3.7,Cboe Global Markets,501-1000,1973.0,Public,Stock Exchanges,Finance,61000,113000,87000,KS,Lenexa,51.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],7.0,Medium
